year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2022,2,SB0801,SB0801,All Inpatients,3964,12652,3.19172553,1893,9981,5.272583201,post
2022,3,SB0801,SB0801,All Inpatients,3872,12418,3.207128099,1972,9496,4.815415822,post
2018,1,Ayrshire and Arran,A101H,All Inpatients,0,0,NA,0,0,NA,pre
2019,3,Ayrshire and Arran,A101H,All Inpatients,0,0,NA,0,0,NA,pre
2017,3,Ayrshire and Arran,S08000015,All Inpatients,20340,82878,4.074631268,12739,81916,6.430332051,pre
2017,4,Ayrshire and Arran,S08000015,All Inpatients,21530,91277,4.239526242,13015,90814,6.977641183,pre
2018,1,Ayrshire and Arran,S08000015,All Inpatients,20799,89597,4.307755181,12811,89160,6.959644056,pre
2018,2,Ayrshire and Arran,S08000015,All Inpatients,20301,87180,4.294369735,12835,89458,6.969848072,pre
2018,3,Ayrshire and Arran,S08000015,All Inpatients,19740,78221,3.962563323,12584,80536,6.399872854,pre
2018,4,Ayrshire and Arran,S08000015,All Inpatients,20531,81386,3.964054357,13114,81927,6.247292969,pre
2019,1,Ayrshire and Arran,S08000015,All Inpatients,20501,81716,3.985951905,13304,82013,6.164536981,pre
2019,2,Ayrshire and Arran,S08000015,All Inpatients,20316,80128,3.944083481,13260,80285,6.054675716,pre
2019,3,Ayrshire and Arran,S08000015,All Inpatients,19728,80411,4.075983374,12911,82919,6.422353032,pre
2019,4,Ayrshire and Arran,S08000015,All Inpatients,19360,80153,4.140134298,12466,80053,6.421707043,pre
2020,1,Ayrshire and Arran,S08000015,All Inpatients,17551,83792,4.7742009,11462,85062,7.421217938,post
2020,2,Ayrshire and Arran,S08000015,All Inpatients,13816,58914,4.26418645,8620,61311,7.112645012,post
2020,3,Ayrshire and Arran,S08000015,All Inpatients,17796,70044,3.935940661,11561,70171,6.069630655,post
2020,4,Ayrshire and Arran,S08000015,All Inpatients,16769,76985,4.590911802,10631,76197,7.16743486,post
2021,1,Ayrshire and Arran,S08000015,All Inpatients,15320,75955,4.957898172,9437,76224,8.07714316,post
2021,2,Ayrshire and Arran,S08000015,All Inpatients,17918,77022,4.298582431,11641,79704,6.846834464,post
2021,3,Ayrshire and Arran,S08000015,All Inpatients,17704,78453,4.431371441,11423,78572,6.878403222,post
2021,4,Ayrshire and Arran,S08000015,All Inpatients,16854,86087,5.107808235,10665,87880,8.240037506,post
2022,1,Ayrshire and Arran,S08000015,All Inpatients,14880,80596,5.416397849,9793,81389,8.310936383,post
2022,2,Ayrshire and Arran,S08000015,All Inpatients,15297,86346,5.644636203,10305,87156,8.457641921,post
2022,3,Ayrshire and Arran,S08000015,All Inpatients,15365,85283,5.550471852,10489,88710,8.457431595,post
2017,3,Ayrshire and Arran,A210H,All Inpatients,8571,28876,3.369035118,5209,32168,6.17546554,pre
2017,4,Ayrshire and Arran,A210H,All Inpatients,9569,31135,3.253736023,5386,36112,6.704790197,pre
2018,1,Ayrshire and Arran,A210H,All Inpatients,9341,31607,3.38368483,5504,35783,6.501271802,pre
2018,2,Ayrshire and Arran,A210H,All Inpatients,8747,30126,3.444152281,5331,34511,6.47364472,pre
2018,3,Ayrshire and Arran,A210H,All Inpatients,8501,26166,3.077990825,5200,31106,5.981923077,pre
2018,4,Ayrshire and Arran,A210H,All Inpatients,8801,28217,3.206112942,5451,32357,5.93597505,pre
2019,1,Ayrshire and Arran,A210H,All Inpatients,8997,29052,3.229076359,5598,33004,5.895677028,pre
2019,2,Ayrshire and Arran,A210H,All Inpatients,8845,27657,3.126851328,5525,31642,5.727058824,pre
2019,3,Ayrshire and Arran,A210H,All Inpatients,8537,30202,3.537776737,5301,32710,6.170533862,pre
2019,4,Ayrshire and Arran,A210H,All Inpatients,8503,30880,3.631659414,5301,34633,6.533295605,pre
2020,1,Ayrshire and Arran,A210H,All Inpatients,7847,30866,3.933477762,4994,35728,7.154185022,post
2020,2,Ayrshire and Arran,A210H,All Inpatients,5618,18012,3.206123176,3645,24341,6.677914952,post
2020,3,Ayrshire and Arran,A210H,All Inpatients,7921,22491,2.839414215,5012,28057,5.597964884,post
2020,4,Ayrshire and Arran,A210H,All Inpatients,7460,25901,3.471983914,4638,31630,6.819749892,post
2021,1,Ayrshire and Arran,A210H,All Inpatients,6822,25354,3.716505424,4172,30366,7.27852349,post
2021,2,Ayrshire and Arran,A210H,All Inpatients,8113,24752,3.050905953,5180,31816,6.142084942,post
2021,3,Ayrshire and Arran,A210H,All Inpatients,7730,24131,3.121733506,4867,30150,6.194781179,post
2021,4,Ayrshire and Arran,A210H,All Inpatients,7727,27556,3.566196454,4756,35002,7.359545837,post
2022,1,Ayrshire and Arran,A210H,All Inpatients,6694,24759,3.69868539,4320,29152,6.748148148,post
2022,2,Ayrshire and Arran,A210H,All Inpatients,6926,27783,4.011406295,4449,32990,7.415149472,post
2022,3,Ayrshire and Arran,A210H,All Inpatients,6527,25855,3.961237935,4339,31270,7.206729661,post
2017,3,Ayrshire and Arran,A111H,All Inpatients,11518,42524,3.69196041,7517,48780,6.489290941,pre
2017,4,Ayrshire and Arran,A111H,All Inpatients,11664,46978,4.02760631,7613,54192,7.11835019,pre
2018,1,Ayrshire and Arran,A111H,All Inpatients,11218,46268,4.12444286,7303,53275,7.294947282,pre
2018,2,Ayrshire and Arran,A111H,All Inpatients,11277,45035,3.993526647,7489,54543,7.283081853,pre
2018,3,Ayrshire and Arran,A111H,All Inpatients,10945,40807,3.728369118,7372,48827,6.623304395,pre
2018,4,Ayrshire and Arran,A111H,All Inpatients,11498,41161,3.579839972,7647,48007,6.277886753,pre
2019,1,Ayrshire and Arran,A111H,All Inpatients,11265,40898,3.630537062,7698,48704,6.3268381400000004,pre
2019,2,Ayrshire and Arran,A111H,All Inpatients,11261,40442,3.591332919,7721,47742,6.183395933,pre
2019,3,Ayrshire and Arran,A111H,All Inpatients,11018,39837,3.615628971,7597,49568,6.524680795,pre
2019,4,Ayrshire and Arran,A111H,All Inpatients,10662,39238,3.680172576,7160,45202,6.313128492,pre
2020,1,Ayrshire and Arran,A111H,All Inpatients,9470,39767,4.199260824,6458,49121,7.606224837,post
2020,2,Ayrshire and Arran,A111H,All Inpatients,7949,29089,3.659454019,4970,36834,7.411267606,post
2020,3,Ayrshire and Arran,A111H,All Inpatients,9627,36554,3.797029189,6536,41727,6.384179927,post
2020,4,Ayrshire and Arran,A111H,All Inpatients,9061,39272,4.33417945,5985,44418,7.421553885,post
2021,1,Ayrshire and Arran,A111H,All Inpatients,8263,39256,4.750816895,5259,45612,8.673131774,post
2021,2,Ayrshire and Arran,A111H,All Inpatients,9554,41671,4.361628637,6449,47576,7.377267793,post
2021,3,Ayrshire and Arran,A111H,All Inpatients,9741,42985,4.412791295,6544,48131,7.354981663,post
2021,4,Ayrshire and Arran,A111H,All Inpatients,8860,44956,5.074040632,5901,52409,8.881376038,post
2022,1,Ayrshire and Arran,A111H,All Inpatients,8001,46818,5.85151856,5466,52091,9.530003659,post
2022,2,Ayrshire and Arran,A111H,All Inpatients,8177,46151,5.644001468,5848,53713,9.184849521,post
2022,3,Ayrshire and Arran,A111H,All Inpatients,8637,47917,5.54787542,6139,56976,9.280990389,post
2017,3,Borders,B120H,All Inpatients,4482,17775,3.965863454,2905,17997,6.195180723,pre
2017,4,Borders,B120H,All Inpatients,4456,18853,4.230924596,2811,19678,7.000355745,pre
2018,1,Borders,B120H,All Inpatients,4585,20693,4.513195202,2621,20154,7.689431515,pre
2018,2,Borders,B120H,All Inpatients,4928,18995,3.85450487,2957,20764,7.021981738,pre
2018,3,Borders,B120H,All Inpatients,5055,19540,3.865479723,2985,21341,7.149413735,pre
2018,4,Borders,B120H,All Inpatients,5018,17919,3.570944599,2953,18362,6.218083305,pre
2019,1,Borders,B120H,All Inpatients,4941,17397,3.520947177,2821,18080,6.409074796,pre
2019,2,Borders,B120H,All Inpatients,4743,17033,3.591187012,2951,17757,6.017282277,pre
2019,3,Borders,B120H,All Inpatients,4744,17239,3.633853288,3058,18387,6.012753434,pre
2019,4,Borders,B120H,All Inpatients,5075,16763,3.303054187,3004,17135,5.704061252,pre
2020,1,Borders,B120H,All Inpatients,4846,16553,3.415806851,2630,17798,6.76730038,post
2020,2,Borders,B120H,All Inpatients,3791,11092,2.925877077,1990,11457,5.757286432,post
2020,3,Borders,B120H,All Inpatients,4001,12991,3.246938265,2302,13194,5.731537793,post
2020,4,Borders,B120H,All Inpatients,3789,14844,3.917656374,2308,14856,6.436741768,post
2021,1,Borders,B120H,All Inpatients,4093,16905,4.130222331,2202,17680,8.029064487,post
2021,2,Borders,B120H,All Inpatients,4778,17728,3.710339054,2628,18271,6.952435312,post
2021,3,Borders,B120H,All Inpatients,4124,16641,4.035160039,2300,17373,7.553478261,post
2021,4,Borders,B120H,All Inpatients,4127,19362,4.691543494,2181,18062,8.281522238,post
2022,1,Borders,B120H,All Inpatients,3826,19084,4.987976999,2012,18101,8.996520875,post
2022,2,Borders,B120H,All Inpatients,3781,17682,4.676540598,2145,19527,9.103496503,post
2022,3,Borders,B120H,All Inpatients,3672,20130,5.482026144,2220,20381,9.180630631,post
2017,3,Borders,S08000016,All Inpatients,4482,17775,3.965863454,2905,17997,6.195180723,pre
2017,4,Borders,S08000016,All Inpatients,4456,18853,4.230924596,2811,19678,7.000355745,pre
2018,1,Borders,S08000016,All Inpatients,4585,20693,4.513195202,2621,20154,7.689431515,pre
2018,2,Borders,S08000016,All Inpatients,4928,18995,3.85450487,2957,20764,7.021981738,pre
2018,3,Borders,S08000016,All Inpatients,5055,19540,3.865479723,2985,21341,7.149413735,pre
2018,4,Borders,S08000016,All Inpatients,5018,17919,3.570944599,2953,18362,6.218083305,pre
2019,1,Borders,S08000016,All Inpatients,4941,17397,3.520947177,2821,18080,6.409074796,pre
2019,2,Borders,S08000016,All Inpatients,4743,17033,3.591187012,2951,17757,6.017282277,pre
2019,3,Borders,S08000016,All Inpatients,4744,17239,3.633853288,3058,18387,6.012753434,pre
2019,4,Borders,S08000016,All Inpatients,5075,16763,3.303054187,3004,17135,5.704061252,pre
2020,1,Borders,S08000016,All Inpatients,4846,16553,3.415806851,2630,17798,6.76730038,post
2020,2,Borders,S08000016,All Inpatients,3791,11092,2.925877077,1990,11457,5.757286432,post
2020,3,Borders,S08000016,All Inpatients,4001,12991,3.246938265,2302,13194,5.731537793,post
2020,4,Borders,S08000016,All Inpatients,3789,14844,3.917656374,2308,14856,6.436741768,post
2021,1,Borders,S08000016,All Inpatients,4093,16905,4.130222331,2202,17680,8.029064487,post
2021,2,Borders,S08000016,All Inpatients,4778,17728,3.710339054,2628,18271,6.952435312,post
2021,3,Borders,S08000016,All Inpatients,4124,16641,4.035160039,2300,17373,7.553478261,post
2021,4,Borders,S08000016,All Inpatients,4127,19362,4.691543494,2181,18062,8.281522238,post
2022,1,Borders,S08000016,All Inpatients,3826,19084,4.987976999,2012,18101,8.996520875,post
2022,2,Borders,S08000016,All Inpatients,3781,17682,4.676540598,2145,19527,9.103496503,post
2022,3,Borders,S08000016,All Inpatients,3672,20130,5.482026144,2220,20381,9.180630631,post
2017,3,Dumfries and Galloway,Y146H,All Inpatients,7007,22316,3.184815185,4243,29254,6.894650012,pre
2017,4,Dumfries and Galloway,Y146H,All Inpatients,6854,23383,3.411584476,4028,30392,7.545183714,pre
2018,1,Dumfries and Galloway,Y146H,All Inpatients,7087,24032,3.390997601,4160,32872,7.901923077,pre
2018,2,Dumfries and Galloway,Y146H,All Inpatients,7168,23296,3.25,4148,30362,7.319672131,pre
2018,3,Dumfries and Galloway,Y146H,All Inpatients,7165,23060,3.218422889,4182,31242,7.470588235,pre
2018,4,Dumfries and Galloway,Y146H,All Inpatients,7220,23075,3.19598338,4123,31097,7.542323551,pre
2019,1,Dumfries and Galloway,Y146H,All Inpatients,7803,24263,3.109445085,4101,32717,7.97781029,pre
2019,2,Dumfries and Galloway,Y146H,All Inpatients,7796,24776,3.178040021,4339,33850,7.801336714,pre
2019,3,Dumfries and Galloway,Y146H,All Inpatients,7253,24267,3.34578795,4143,32799,7.916727009,pre
2019,4,Dumfries and Galloway,Y146H,All Inpatients,7616,25150,3.302258403,4263,32699,7.670419892,pre
2020,1,Dumfries and Galloway,Y146H,All Inpatients,6944,24412,3.515552995,3939,38721,9.830159939,post
2020,2,Dumfries and Galloway,Y146H,All Inpatients,4895,14792,3.02185904,2765,19970,7.222423146,post
2020,3,Dumfries and Galloway,Y146H,All Inpatients,6350,21501,3.385984252,3706,26367,7.114678899,post
2020,4,Dumfries and Galloway,Y146H,All Inpatients,6611,21764,3.292088943,3779,26130,6.914527653,post
2021,1,Dumfries and Galloway,Y146H,All Inpatients,6003,21970,3.659836748,3453,27584,7.98841587,post
2021,2,Dumfries and Galloway,Y146H,All Inpatients,6842,22020,3.218357205,4067,27603,6.787066634,post
2021,3,Dumfries and Galloway,Y146H,All Inpatients,6256,23870,3.815537084,3734,28945,7.751740761,post
2021,4,Dumfries and Galloway,Y146H,All Inpatients,6117,25716,4.204021579,3629,30210,8.32460733,post
2022,1,Dumfries and Galloway,Y146H,All Inpatients,6123,24282,3.965703087,3648,29943,8.208059211,post
2022,2,Dumfries and Galloway,Y146H,All Inpatients,6452,25595,3.966986981,3826,31428,8.214323053,post
2022,3,Dumfries and Galloway,Y146H,All Inpatients,5994,26054,4.346680013,3673,30395,8.275251838,post
2017,3,Dumfries and Galloway,Y144H,All Inpatients,69,1611,23.34782609,13,193,14.84615385,pre
2017,4,Dumfries and Galloway,Y144H,All Inpatients,55,1750,31.81818182,5,479,95.8,pre
2018,1,Dumfries and Galloway,Y144H,All Inpatients,44,1363,30.97727273,10,89,8.9,pre
2018,2,Dumfries and Galloway,Y144H,All Inpatients,63,1098,17.42857143,15,98,6.533333333,pre
2018,3,Dumfries and Galloway,Y144H,All Inpatients,54,1170,21.66666667,5,129,25.8,pre
2018,4,Dumfries and Galloway,Y144H,All Inpatients,59,1627,27.57627119,10,128,12.8,pre
2019,1,Dumfries and Galloway,Y144H,All Inpatients,51,1623,31.82352941,12,386,32.16666667,pre
2019,2,Dumfries and Galloway,Y144H,All Inpatients,58,1084,18.68965517,21,268,12.76190476,pre
2019,3,Dumfries and Galloway,Y144H,All Inpatients,77,1628,21.14285714,14,289,20.64285714,pre
2019,4,Dumfries and Galloway,Y144H,All Inpatients,111,1464,13.18918919,21,213,10.14285714,pre
2020,1,Dumfries and Galloway,Y144H,All Inpatients,90,1482,16.46666667,24,221,9.208333333,post
2020,2,Dumfries and Galloway,Y144H,All Inpatients,46,727,15.80434783,21,328,15.61904762,post
2020,3,Dumfries and Galloway,Y144H,All Inpatients,62,1207,19.46774194,10,205,20.5,post
2020,4,Dumfries and Galloway,Y144H,All Inpatients,65,1364,20.98461538,11,178,16.18181818,post
2021,1,Dumfries and Galloway,Y144H,All Inpatients,51,501,9.823529412,21,192,9.142857143,post
2021,2,Dumfries and Galloway,Y144H,All Inpatients,22,573,26.04545455,0,0,NA,post
2021,3,Dumfries and Galloway,Y144H,All Inpatients,55,948,17.23636364,5,7,1.4,post
2021,4,Dumfries and Galloway,Y144H,All Inpatients,36,841,23.36111111,10,27,2.7,post
2022,1,Dumfries and Galloway,Y144H,All Inpatients,16,88,5.5,5,22,4.4,post
2022,2,Dumfries and Galloway,Y144H,All Inpatients,15,89,5.933333333,5,39,7.8,post
2022,3,Dumfries and Galloway,Y144H,All Inpatients,10,22,2.2,5,10,2,post
2017,3,Dumfries and Galloway,S08000017,All Inpatients,7203,28230,3.919200333,4275,29878,6.989005848,pre
2017,4,Dumfries and Galloway,S08000017,All Inpatients,7039,28956,4.113652507,4050,31198,7.703209877,pre
2018,1,Dumfries and Galloway,S08000017,All Inpatients,7292,29839,4.092018651,4201,33409,7.952630326,pre
2018,2,Dumfries and Galloway,S08000017,All Inpatients,7357,28290,3.845317385,4179,30759,7.360373295,pre
2018,3,Dumfries and Galloway,S08000017,All Inpatients,7347,28408,3.866612223,4212,31645,7.51305793,pre
2018,4,Dumfries and Galloway,S08000017,All Inpatients,7426,28671,3.860894156,4175,31755,7.605988024,pre
2019,1,Dumfries and Galloway,S08000017,All Inpatients,7996,30057,3.759004502,4157,33288,8.007697859,pre
2019,2,Dumfries and Galloway,S08000017,All Inpatients,7975,30295,3.798746082,4382,34255,7.817206755,pre
2019,3,Dumfries and Galloway,S08000017,All Inpatients,7430,30009,4.038896366,4173,33257,7.969566259,pre
2019,4,Dumfries and Galloway,S08000017,All Inpatients,7822,31059,3.9707236,4294,33219,7.736143456,pre
2020,1,Dumfries and Galloway,S08000017,All Inpatients,7168,32161,4.486746652,3983,39364,9.883002762,post
2020,2,Dumfries and Galloway,S08000017,All Inpatients,5086,18928,3.721588675,2801,20497,7.317743663,post
2020,3,Dumfries and Galloway,S08000017,All Inpatients,6530,25854,3.959264931,3739,26881,7.189355443,post
2020,4,Dumfries and Galloway,S08000017,All Inpatients,6782,26376,3.889118254,3805,26351,6.925361367,post
2021,1,Dumfries and Galloway,S08000017,All Inpatients,6102,23932,3.921992789,3485,27788,7.973601148,post
2021,2,Dumfries and Galloway,S08000017,All Inpatients,6905,23548,3.410282404,4085,27629,6.763525092,post
2021,3,Dumfries and Galloway,S08000017,All Inpatients,6340,26003,4.101419558,3746,28993,7.739722371,post
2021,4,Dumfries and Galloway,S08000017,All Inpatients,6161,26649,4.325434183,3643,30243,8.301674444,post
2022,1,Dumfries and Galloway,S08000017,All Inpatients,6152,24464,3.976592978,3663,29978,8.184002184,post
2022,2,Dumfries and Galloway,S08000017,All Inpatients,6471,25696,3.970947303,3835,31491,8.211473272,post
2022,3,Dumfries and Galloway,S08000017,All Inpatients,6013,26125,4.344753035,3682,30409,8.258826725,post
2017,3,Fife,S08000029,All Inpatients,13968,53585,3.836268614,8738,55901,6.397459373,pre
2017,4,Fife,S08000029,All Inpatients,14181,53249,3.754953811,8736,53524,6.126831502,pre
2018,1,Fife,S08000029,All Inpatients,14241,57855,4.062565831,8731,58929,6.749398694,pre
2018,2,Fife,S08000029,All Inpatients,14308,53733,3.755451496,9043,55826,6.173393785,pre
2018,3,Fife,S08000029,All Inpatients,13616,52511,3.856565805,8582,53097,6.187019343,pre
2018,4,Fife,S08000029,All Inpatients,14235,56684,3.982016157,8858,59625,6.731203432,pre
2019,1,Fife,S08000029,All Inpatients,14673,56111,3.824098685,9136,59455,6.507771454,pre
2019,2,Fife,S08000029,All Inpatients,14434,56033,3.882014688,9132,57576,6.304862024,pre
2019,3,Fife,S08000029,All Inpatients,14422,55538,3.850922202,9126,57175,6.265066842,pre
2019,4,Fife,S08000029,All Inpatients,14475,56641,3.913022453,9074,59932,6.604804937,pre
2020,1,Fife,S08000029,All Inpatients,13213,58806,4.450616817,8402,65778,7.828850274,post
2020,2,Fife,S08000029,All Inpatients,9564,36436,3.809703053,5651,38577,6.826579366,post
2020,3,Fife,S08000029,All Inpatients,12466,47303,3.794561206,7690,50208,6.5289987,post
2020,4,Fife,S08000029,All Inpatients,12519,48608,3.882738238,7661,52250,6.820258452,post
2021,1,Fife,S08000029,All Inpatients,12012,48567,4.043206793,7184,52638,7.327115813,post
2021,2,Fife,S08000029,All Inpatients,13531,48926,3.615845096,8411,55074,6.547854001,post
2021,3,Fife,S08000029,All Inpatients,13580,48694,3.585714286,8361,53504,6.399234541,post
2021,4,Fife,S08000029,All Inpatients,13378,49529,3.702272388,8119,55017,6.776327134,post
2022,1,Fife,S08000029,All Inpatients,12735,46824,3.676796231,7813,52999,6.78343786,post
2022,2,Fife,S08000029,All Inpatients,12903,48367,3.748508099,7921,53766,6.787779321,post
2022,3,Fife,S08000029,All Inpatients,12983,46545,3.585072787,8020,51724,6.449376559,post
2017,3,Fife,F805H,All Inpatients,443,6455,14.57110609,273,840,3.076923077,pre
2017,4,Fife,F805H,All Inpatients,356,5896,16.56179775,188,595,3.164893617,pre
2018,1,Fife,F805H,All Inpatients,344,6088,17.69767442,193,697,3.611398964,pre
2018,2,Fife,F805H,All Inpatients,353,6170,17.47875354,191,749,3.921465969,pre
2018,3,Fife,F805H,All Inpatients,295,5953,20.17966102,145,590,4.068965517,pre
2018,4,Fife,F805H,All Inpatients,333,6549,19.66666667,164,641,3.908536585,pre
2019,1,Fife,F805H,All Inpatients,317,5480,17.28706625,172,605,3.51744186,pre
2019,2,Fife,F805H,All Inpatients,345,6944,20.12753623,184,945,5.135869565,pre
2019,3,Fife,F805H,All Inpatients,304,5986,19.69078947,166,643,3.873493976,pre
2019,4,Fife,F805H,All Inpatients,319,5358,16.79623824,190,647,3.405263158,pre
2020,1,Fife,F805H,All Inpatients,305,7626,25.00327869,164,787,4.798780488,post
2020,2,Fife,F805H,All Inpatients,164,3168,19.31707317,88,737,8.375,post
2020,3,Fife,F805H,All Inpatients,189,4572,24.19047619,101,1344,13.30693069,post
2020,4,Fife,F805H,All Inpatients,242,4834,19.97520661,134,929,6.932835821,post
2021,1,Fife,F805H,All Inpatients,241,5677,23.5560166,117,1180,10.08547009,post
2021,2,Fife,F805H,All Inpatients,278,4799,17.26258993,169,981,5.804733728,post
2021,3,Fife,F805H,All Inpatients,266,4486,16.86466165,126,214,1.698412698,post
2021,4,Fife,F805H,All Inpatients,300,5825,19.41666667,113,329,2.911504425,post
2022,1,Fife,F805H,All Inpatients,305,5855,19.19672131,131,543,4.145038168,post
2022,2,Fife,F805H,All Inpatients,310,6793,21.91290323,149,771,5.174496644,post
2022,3,Fife,F805H,All Inpatients,323,6188,19.15789474,154,988,6.415584416,post
2017,3,Fife,F704H,All Inpatients,13208,36649,2.774757723,8448,54695,6.474313447,pre
2017,4,Fife,F704H,All Inpatients,13519,37929,2.805606924,8526,52508,6.158573774,pre
2018,1,Fife,F704H,All Inpatients,13584,41283,3.039090106,8519,57797,6.784481747,pre
2018,2,Fife,F704H,All Inpatients,13651,38316,2.806827339,8835,54650,6.185625354,pre
2018,3,Fife,F704H,All Inpatients,13035,37160,2.850786344,8415,51667,6.139869281,pre
2018,4,Fife,F704H,All Inpatients,13610,40073,2.944379133,8680,58681,6.760483871,pre
2019,1,Fife,F704H,All Inpatients,14077,40608,2.884705548,8948,58475,6.534979884,pre
2019,2,Fife,F704H,All Inpatients,13822,38806,2.807553176,8936,56261,6.295993733,pre
2019,3,Fife,F704H,All Inpatients,13871,40442,2.915579266,8948,56359,6.298502459,pre
2019,4,Fife,F704H,All Inpatients,13879,40501,2.918149723,8867,58686,6.61847299,pre
2020,1,Fife,F704H,All Inpatients,12635,40917,3.238385437,8220,64213,7.811800487,post
2020,2,Fife,F704H,All Inpatients,9135,24989,2.735522715,5544,37341,6.73538961,post
2020,3,Fife,F704H,All Inpatients,12040,34143,2.835797342,7577,48655,6.421406889,post
2020,4,Fife,F704H,All Inpatients,12047,35577,2.953183365,7511,51053,6.79709759,post
2021,1,Fife,F704H,All Inpatients,11574,35212,3.042336271,7059,51345,7.273693158,post
2021,2,Fife,F704H,All Inpatients,13042,35979,2.758702653,8232,53652,6.517492711,post
2021,3,Fife,F704H,All Inpatients,13161,37789,2.871286376,8225,52923,6.434407295,post
2021,4,Fife,F704H,All Inpatients,12925,38356,2.967582205,8001,54514,6.813398325,post
2022,1,Fife,F704H,All Inpatients,12307,36042,2.928577232,7674,52229,6.805968204,post
2022,2,Fife,F704H,All Inpatients,12521,38620,3.084418177,7766,52736,6.790625805,post
2022,3,Fife,F704H,All Inpatients,12613,38574,3.05827321,7858,50080,6.373122932,post
2017,3,Forth Valley,V217H,All Inpatients,10561,41586,3.937695294,6960,52224,7.503448276,pre
